No Pain/00-100_CTC03 HR1 15-18 _0.jpg, 0:0, no pain, 0.68628 
Pain/face_clean_C11C12_26m53s30f.jpg, 26:53, pain, 0.81833 
Pain/face_clean_C11C12_27m12s15f.jpg, 27:12, pain, 0.69899 
Pain/face_clean_C11C12_27m14s15f.jpg, 27:14, pain, 0.61203 
Pain/face_clean_C11C12_27m15s19f.jpg, 27:15, pain, 0.75876 
Pain/face_clean_C11C12_27m16s01f.jpg, 27:16, pain, 0.89827 
Pain/face_clean_C11C12_27m21s28f.jpg, 27:21, pain, 0.71442 
Pain/face_clean_C11C12_27m35s10f.jpg, 27:35, pain, 0.71465 
Pain/face_clean_C11C12_27m47s20f.jpg, 27:47, pain, 0.60533 
Pain/face_clean_C11C12_27m57s09f.jpg, 27:57, pain, 0.79901 
Pain/face_clean_C11C12_28m00s11f.jpg, 28:00, pain, 0.70956 
Pain/face_clean_C11C12_28m17s15f.jpg, 28:17, pain, 0.74334 
Pain/face_clean_C11C12_28m21s28f.jpg, 28:21, pain, 0.64129 
Pain/face_clean_C11C12_28m25s15f.jpg, 28:25, pain, 0.85540 
Pain/face_clean_C11C12_28m35s09f.jpg, 28:35, pain, 0.70442 
Pain/face_clean_C11C12_28m36s15f.jpg, 28:36, pain, 0.78623 
Pain/face_clean_C11C12_28m47s15f.jpg, 28:47, pain, 0.70878 
Pain/face_clean_C11C12_28m47s30f.jpg, 28:47, pain, 0.71953 
Pain/face_clean_C11C12_29m09s15f.jpg, 29:09, no pain, 0.50933 
Pain/face_clean_C11C12_29m11s30f.jpg, 29:11, pain, 0.52418 
Pain/face_clean_C11C12_29m16s30f.jpg, 29:16, pain, 0.51595 
Pain/face_clean_C11C12_29m17s30f.jpg, 29:17, pain, 0.58147 
Pain/face_clean_C11C12_29m52s22f.jpg, 29:52, pain, 0.51024 
Pain/face_clean_C11C12_29m52s27f.jpg, 29:52, pain, 0.50429 
Pain/face_clean_C11C12_30m06s09f.jpg, 30:06, pain, 0.55812 
Pain/face_clean_C11C12_30m23s24f.jpg, 30:23, pain, 0.58013 
Pain/face_clean_C11C12_30m23s30f.jpg, 30:23, pain, 0.61100 
Pain/face_clean_C12C11_05m03s11f.jpg, 05:03, pain, 0.76934 
Pain/face_clean_C12C11_05m08s30f.jpg, 05:08, pain, 0.97807 
Pain/face_clean_C12C11_05m48s28f.jpg, 05:48, pain, 0.71099 
Pain/face_clean_C12C11_05m51s04f.jpg, 05:51, pain, 0.94844 
Pain/face_clean_C12C11_06m31s03f.jpg, 06:31, pain, 0.83859 
Pain/face_clean_C12C11_06m31s05f.jpg, 06:31, pain, 0.88242 
Pain/face_clean_C12C11_07m22s13f.jpg, 07:22, pain, 0.66402 
Pain/face_clean_C12C11_07m22s15f.jpg, 07:22, pain, 0.58746 
Pain/face_clean_C12C11_15m55s12f.jpg, 15:55, pain, 0.58032 
Pain/face_clean_C12C11_15m55s13f.jpg, 15:55, no pain, 0.54050 
Pain/face_clean_C12C11_17m15s18f.jpg, 17:15, pain, 0.80637 
Pain/face_clean_C12C11_17m15s28f.jpg, 17:15, pain, 0.87021 
Pain/face_clean_C12C11_17m37s22f.jpg, 17:37, pain, 0.84245 
Pain/face_clean_C12C11_17m37s24f.jpg, 17:37, pain, 0.75353 
Pain/face_clean_C12C11_20m10s11f.jpg, 20:10, pain, 0.94917 
Pain/face_clean_C12C11_20m13s13f.jpg, 20:13, pain, 0.90906 
Pain/face_clean_C12C11_20m56s11f.jpg, 20:56, pain, 0.83505 
Pain/face_clean_C12C11_20m56s15f.jpg, 20:56, pain, 0.77775 
Pain/face_clean_C12C11_27m11s15f.jpg, 27:11, pain, 0.52119 
Pain/face_clean_C12C11_27m20s11f.jpg, 27:20, pain, 0.58070 
Pain/face_clean_C12C11_27m23s30f.jpg, 27:23, pain, 0.79356 
Pain/face_clean_C12C11_30m09s30f.jpg, 30:09, pain, 0.86959 
Pain/face_clean_C12C11_30m11s30f.jpg, 30:11, pain, 0.80506 
Pain/face_clean_C12C11_30m34s12f.jpg, 30:34, pain, 0.88531 
Pain/face_clean_C12C11_30m34s18f.jpg, 30:34, pain, 0.88505 
Pain/face_clean_C12C11_30m41s14f.jpg, 30:41, pain, 0.82529 
Pain/face_clean_C12C11_30m42s25f.jpg, 30:42, pain, 0.84596 
Pain/face_clean_C12C11_31m01s28f.jpg, 31:01, pain, 0.95739 
Pain/face_clean_C12C11_31m02s15f.jpg, 31:02, pain, 0.88165 
Pain/face_clean_C12C11_31m22s05f.jpg, 31:22, pain, 0.95650 
Pain/face_clean_C12C11_31m22s08f.jpg, 31:22, pain, 0.93731 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_02m51s19f.jpg, 02:51, pain, 0.66694 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_02m51s20f.jpg, 02:51, pain, 0.78683 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_03m22s05f.jpg, 03:22, pain, 0.69275 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_06m25s02f.jpg, 06:25, no pain, 0.68035 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_06m25s29f.jpg, 06:25, pain, 0.84145 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_06m38s27f.jpg, 06:38, no pain, 0.54356 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_06m40s12f.jpg, 06:40, pain, 0.78582 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_06m40s14f.jpg, 06:40, pain, 0.72506 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_06m52s17f.jpg, 06:52, pain, 0.56221 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_06m55s18f.jpg, 06:55, no pain, 0.59146 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_07m00s22f.jpg, 07:00, no pain, 0.53397 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_07m00s23f.jpg, 07:00, pain, 0.52170 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_07m13s24f.jpg, 07:13, no pain, 0.65250 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_07m14s01f.jpg, 07:14, no pain, 0.75520 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_08m06s10f.jpg, 08:06, pain, 0.64910 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_08m08s13f.jpg, 08:08, pain, 0.93116 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_08m11s02f.jpg, 08:11, pain, 0.83942 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_08m15s28f.jpg, 08:15, pain, 0.89514 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_08m22s28f.jpg, 08:22, pain, 0.77116 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_08m25s17f.jpg, 08:25, pain, 0.94018 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_08m34s02f.jpg, 08:34, pain, 0.96044 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_08m36s28f.jpg, 08:36, pain, 0.93554 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_08m46s17f.jpg, 08:46, pain, 0.94102 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_08m49s02f.jpg, 08:49, pain, 0.95273 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_08m53s13f.jpg, 08:53, pain, 0.92326 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_08m57s10f.jpg, 08:57, pain, 0.95393 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_09m06s28f.jpg, 09:06, pain, 0.88607 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_09m07s02f.jpg, 09:07, pain, 0.93343 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_09m11s22f.jpg, 09:11, pain, 0.68102 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_09m17s10f.jpg, 09:17, pain, 0.80243 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_09m23s28f.jpg, 09:23, pain, 0.82639 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_09m27s07f.jpg, 09:27, pain, 0.85416 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_09m35s13f.jpg, 09:35, pain, 0.78398 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_09m38s05f.jpg, 09:38, pain, 0.74979 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_09m42s10f.jpg, 09:42, pain, 0.61326 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_09m46s12f.jpg, 09:46, pain, 0.73325 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_13m07s15f.jpg, 13:07, pain, 0.92226 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_20m37s05f.jpg, 20:37, pain, 0.90953 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_23m15s25f.jpg, 23:15, pain, 0.86990 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_23m17s02f.jpg, 23:17, pain, 0.75184 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_23m23s30f.jpg, 23:23, pain, 0.74624 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_23m24s30f.jpg, 23:24, pain, 0.76438 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_23m33s28f.jpg, 23:33, pain, 0.82637 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_23m37s25f.jpg, 23:37, pain, 0.72418 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_23m46s02f.jpg, 23:46, pain, 0.79332 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_23m46s25f.jpg, 23:46, pain, 0.70477 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_23m57s25f.jpg, 23:57, pain, 0.58158 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_23m58s27f.jpg, 23:58, pain, 0.71484 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_24m25s25f.jpg, 24:25, pain, 0.72002 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_24m35s02f.jpg, 24:35, pain, 0.80296 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_24m37s07f.jpg, 24:37, pain, 0.80474 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_24m40s19f.jpg, 24:40, pain, 0.78409 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_26m54s17f.jpg, 26:54, no pain, 0.53542 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_26m58s28f.jpg, 26:58, no pain, 0.58040 
Pain/face_clean_cd1_4ZYM_3-10-17m01cd1_4ZYM_3-10-17m02_32m17s20f.jpg, 32:17, pain, 0.72729 
Pain/face_clean_cd1_4ZYM_3-10-17m03_09m42s02f.jpg, 09:42, pain, 0.58331 
Pain/face_clean_cd1_4ZYM_3-10-17m03_09m55s08f.jpg, 09:55, pain, 0.52365 
Pain/face_clean_cd1_4ZYM_3-10-17m03_21m58s12f.jpg, 21:58, pain, 0.55150 
Pain/face_clean_MVI_0170_00m12s25f.jpg, 00:12, pain, 0.57866 
Pain/face_clean_MVI_0170_00m39s21f.jpg, 00:39, pain, 0.53704 
Pain/face_clean_MVI_0170_00m46s08f.jpg, 00:46, pain, 0.70794 
Pain/face_clean_MVI_0170_00m50s07f.jpg, 00:50, pain, 0.76932 
Pain/face_clean_MVI_0170_00m51s26f.jpg, 00:51, pain, 0.73864 
Pain/face_clean_MVI_0170_00m55s12f.jpg, 00:55, pain, 0.66364 
Pain/face_clean_MVI_0170_01m00s26f.jpg, 01:00, pain, 0.84358 
Pain/face_clean_MVI_0170_02m50s28f.jpg, 02:50, pain, 0.53842 
Pain/face_clean_MVI_0170_02m57s11f.jpg, 02:57, pain, 0.60353 
Pain/face_clean_MVI_0170_03m45s19f.jpg, 03:45, no pain, 0.64888 
Pain/face_clean_MVI_0170_04m31s25f.jpg, 04:31, pain, 0.54945 
Pain/face_clean_MVI_0170_04m46s27f.jpg, 04:46, no pain, 0.76723 
Pain/face_clean_MVI_0170_05m06s25f.jpg, 05:06, pain, 0.76611 
Pain/face_clean_MVI_0170_06m10s04f.jpg, 06:10, no pain, 0.91053 
Pain/face_clean_MVI_0170_06m58s18f.jpg, 06:58, pain, 0.70646 
Pain/face_clean_MVI_0170_07m36s07f.jpg, 07:36, no pain, 0.74952 
Pain/face_clean_MVI_0170_07m42s07f.jpg, 07:42, no pain, 0.75474 
Pain/face_clean_MVI_0170_07m55s26f.jpg, 07:55, no pain, 0.73423 
Pain/face_clean_MVI_0170_08m07s08f.jpg, 08:07, pain, 0.60134 
Pain/face_clean_MVI_0170_08m19s13f.jpg, 08:19, no pain, 0.96733 
Pain/face_clean_MVI_0170_08m31s18f.jpg, 08:31, no pain, 0.95705 
Pain/face_clean_MVI_0170_08m52s05f.jpg, 08:52, no pain, 0.87025 
Pain/face_clean_MVI_0170_10m25s02f.jpg, 10:25, pain, 0.78747 
Pain/face_clean_MVI_0170_11m05s02f.jpg, 11:05, pain, 0.90156 
Pain/face_clean_MVI_0170_11m15s01f.jpg, 11:15, pain, 0.70162 
Pain/face_clean_MVI_0170_12m18s03f.jpg, 12:18, no pain, 0.81328 
Pain/face_clean_MVI_0170_12m31s26f.jpg, 12:31, no pain, 0.69446 
Pain/face_clean_MVI_0170_12m44s07f.jpg, 12:44, no pain, 0.90015 
Pain/face_clean_MVI_0170_12m50s23f.jpg, 12:50, no pain, 0.65920 
Pain/face_clean_MVI_0170_14m55s16f.jpg, 14:55, pain, 0.78954 
Pain/face_clean_MVI_0170_15m40s19f.jpg, 15:40, no pain, 0.56937 
Pain/face_clean_MVI_0170_15m43s25f.jpg, 15:43, pain, 0.68889 
Pain/face_clean_MVI_0170_15m55s10f.jpg, 15:55, no pain, 0.81805 
Pain/face_clean_MVI_0170_16m14s02f.jpg, 16:14, no pain, 0.71979 
Pain/face_clean_MVI_0170_16m39s15f.jpg, 16:39, pain, 0.55733 
Pain/face_clean_MVI_0170_16m40s22f.jpg, 16:40, no pain, 0.55046 
Pain/face_clean_MVI_0170_16m43s07f.jpg, 16:43, pain, 0.51509 
Pain/face_clean_MVI_0170_16m52s10f.jpg, 16:52, pain, 0.51015 
Pain/face_clean_MVI_0170_16m52s28f.jpg, 16:52, pain, 0.54203 
Pain/face_clean_MVI_0170_16m54s17f.jpg, 16:54, no pain, 0.53909 
Pain/face_clean_MVI_0170_16m54s22f.jpg, 16:54, pain, 0.61275 
Pain/face_clean_MVI_0170_17m00s28f.jpg, 17:00, no pain, 0.61475 
Pain/face_clean_MVI_0170_17m01s13f.jpg, 17:01, pain, 0.85924 
Pain/face_clean_MVI_0170_17m07s06f.jpg, 17:07, no pain, 0.72525 
Pain/face_clean_MVI_0170_17m13s09f.jpg, 17:13, pain, 0.67763 
Pain/face_clean_MVI_0170_17m23s02f.jpg, 17:23, pain, 0.88789 
Pain/face_clean_MVI_0170_17m41s01f.jpg, 17:41, pain, 0.89185 
Pain/face_clean_MVI_0170_17m45s17f.jpg, 17:45, pain, 0.64256 
Pain/face_clean_MVI_0170_18m06s10f.jpg, 18:06, no pain, 0.75434 
Pain/face_clean_MVI_0170_19m06s20f.jpg, 19:06, pain, 0.80690 
Pain/face_clean_MVI_0170_21m43s27f.jpg, 21:43, pain, 0.77193 
Pain/face_clean_MVI_0170_22m02s04f.jpg, 22:02, no pain, 0.56088 
Pain/face_clean_MVI_0170_22m40s10f.jpg, 22:40, no pain, 0.71459 
Pain/face_clean_MVI_0170_30m17s01f.jpg, 30:17, no pain, 0.77114 
Pain/face_clean_MVI_0170_30m22s08f.jpg, 30:22, no pain, 0.82814 
Pain/face_clean_MVI_0170_31m54s14f.jpg, 31:54, pain, 0.85024 
Pain/face_clean_MVI_0171_01m35s02f.jpg, 01:35, pain, 0.50796 
Pain/face_clean_MVI_0171_01m36s25f.jpg, 01:36, pain, 0.57910 
Pain/face_clean_MVI_0171_01m43s13f.jpg, 01:43, pain, 0.51246 
Pain/face_clean_MVI_0171_01m48s09f.jpg, 01:48, no pain, 0.89424 
Pain/face_clean_MVI_0171_01m58s02f.jpg, 01:58, no pain, 0.76336 
Pain/face_clean_MVI_0171_06m34s04f.jpg, 06:34, no pain, 0.90241 
Pain/face_clean_MVI_0171_06m38s02f.jpg, 06:38, no pain, 0.81983 
Pain/face_clean_MVI_0171_06m42s10f.jpg, 06:42, no pain, 0.81737 
Pain/face_clean_MVI_0171_07m49s04f.jpg, 07:49, pain, 0.74947 
Pain/face_clean_MVI_0171_08m00s11f.jpg, 08:00, no pain, 0.52294 
Pain/face_clean_MVI_0171_08m15s23f.jpg, 08:15, pain, 0.90862 
Pain/face_clean_MVI_0171_08m50s22f.jpg, 08:50, pain, 0.84563 
Pain/face_clean_MVI_0171_10m05s02f.jpg, 10:05, pain, 0.53434 
Pain/face_clean_MVI_0171_10m06s03f.jpg, 10:06, pain, 0.84531 
Pain/face_clean_MVI_0171_10m13s03f.jpg, 10:13, pain, 0.89706 
Pain/face_clean_MVI_0171_12m26s16f.jpg, 12:26, pain, 0.75361 
Pain/face_clean_MVI_0171_12m33s13f.jpg, 12:33, no pain, 0.52118 
Pain/face_clean_MVI_0171_12m55s03f.jpg, 12:55, pain, 0.88584 
Pain/face_clean_MVI_0171_13m49s07f.jpg, 13:49, no pain, 0.50591 
Pain/face_clean_MVI_0171_14m00s24f.jpg, 14:00, pain, 0.67649 
Pain/face_clean_MVI_0171_15m21s24f.jpg, 15:21, pain, 0.60145 
Pain/face_clean_MVI_0171_15m34s02f.jpg, 15:34, no pain, 0.65983 
Pain/face_clean_MVI_0171_15m40s02f.jpg, 15:40, pain, 0.51760 
Pain/face_clean_MVI_0171_15m43s10f.jpg, 15:43, pain, 0.63988 
Pain/face_clean_MVI_0171_15m50s17f.jpg, 15:50, pain, 0.54477 
Pain/face_clean_MVI_0171_15m58s25f.jpg, 15:58, pain, 0.65703 
Pain/face_clean_MVI_0171_16m01s28f.jpg, 16:01, pain, 0.96174 
Pain/face_clean_MVI_0171_16m04s17f.jpg, 16:04, pain, 0.69440 
Pain/face_clean_MVI_0171_16m07s28f.jpg, 16:07, pain, 0.95500 
Pain/face_clean_MVI_0171_16m14s18f.jpg, 16:14, pain, 0.88392 
Pain/face_clean_MVI_0171_16m21s17f.jpg, 16:21, pain, 0.63648 
Pain/face_clean_MVI_0171_16m21s23f.jpg, 16:21, pain, 0.87969 
Pain/face_clean_MVI_0171_16m25s02f.jpg, 16:25, pain, 0.59240 
Pain/face_clean_MVI_0171_17m38s12f.jpg, 17:38, pain, 0.72686 
Pain/face_clean_MVI_0171_17m46s25f.jpg, 17:46, pain, 0.78252 
Pain/face_clean_MVI_0171_17m50s04f.jpg, 17:50, pain, 0.69250 
Pain/face_clean_MVI_0171_17m57s21f.jpg, 17:57, pain, 0.69455 
Pain/face_clean_MVI_0171_18m04s14f.jpg, 18:04, pain, 0.75719 
Pain/face_clean_MVI_0171_18m08s13f.jpg, 18:08, pain, 0.81294 
Pain/face_clean_MVI_0171_18m12s10f.jpg, 18:12, pain, 0.82837 
Pain/face_clean_MVI_0171_18m19s29f.jpg, 18:19, pain, 0.80058 
Pain/face_clean_MVI_0171_18m26s10f.jpg, 18:26, pain, 0.80170 
Pain/face_clean_MVI_0171_18m32s13f.jpg, 18:32, pain, 0.80960 
Pain/face_clean_MVI_0171_18m40s17f.jpg, 18:40, pain, 0.60735 
Pain/face_clean_MVI_0171_18m44s22f.jpg, 18:44, pain, 0.79408 
Pain/face_clean_MVI_0171_18m48s25f.jpg, 18:48, pain, 0.70047 
Pain/face_clean_MVI_0171_18m56s24f.jpg, 18:56, pain, 0.72747 
Pain/face_clean_MVI_0171_19m00s07f.jpg, 19:00, pain, 0.65213 
Pain/face_clean_MVI_0171_19m06s28f.jpg, 19:06, pain, 0.73247 
Pain/face_clean_MVI_0171_19m13s13f.jpg, 19:13, pain, 0.84137 
Pain/face_clean_MVI_0171_19m17s02f.jpg, 19:17, no pain, 0.57701 
Pain/face_clean_MVI_0171_19m19s13f.jpg, 19:19, pain, 0.74482 
Pain/face_clean_MVI_0171_19m23s02f.jpg, 19:23, pain, 0.94328 
Pain/face_clean_MVI_0171_19m27s04f.jpg, 19:27, pain, 0.85035 
Pain/face_clean_MVI_0171_19m28s02f.jpg, 19:28, pain, 0.87828 
Pain/face_clean_MVI_0171_19m32s10f.jpg, 19:32, pain, 0.88140 
Pain/face_clean_MVI_0171_19m37s19f.jpg, 19:37, pain, 0.67648 
Pain/face_clean_MVI_0171_19m38s01f.jpg, 19:38, pain, 0.85917 
Pain/face_clean_MVI_0171_19m46s19f.jpg, 19:46, pain, 0.62467 
Pain/face_clean_MVI_0171_19m46s28f.jpg, 19:46, pain, 0.90910 
Pain/face_clean_MVI_0171_19m48s14f.jpg, 19:48, pain, 0.59064 
Pain/face_clean_MVI_0171_19m49s17f.jpg, 19:49, pain, 0.93493 
Pain/face_clean_MVI_0171_19m54s18f.jpg, 19:54, pain, 0.88040 
Pain/face_clean_MVI_0171_19m58s07f.jpg, 19:58, pain, 0.77696 
Pain/face_clean_MVI_0171_20m00s09f.jpg, 20:00, pain, 0.77078 
Pain/face_clean_MVI_0171_20m03s24f.jpg, 20:03, pain, 0.89590 
Pain/face_clean_MVI_0171_20m09s13f.jpg, 20:09, pain, 0.81627 
Pain/face_clean_MVI_0171_20m10s17f.jpg, 20:10, pain, 0.89509 
Pain/face_clean_MVI_0171_20m12s10f.jpg, 20:12, pain, 0.80524 
Pain/face_clean_MVI_0171_20m15s21f.jpg, 20:15, pain, 0.91730 
Pain/face_clean_MVI_0171_20m20s25f.jpg, 20:20, pain, 0.79861 
Pain/face_clean_MVI_0171_20m22s02f.jpg, 20:22, pain, 0.92394 
Pain/face_clean_MVI_0171_20m24s11f.jpg, 20:24, pain, 0.83254 
Pain/face_clean_MVI_0171_20m26s03f.jpg, 20:26, pain, 0.91854 
Pain/face_clean_MVI_0171_20m30s04f.jpg, 20:30, pain, 0.80956 
Pain/face_clean_MVI_0171_20m31s26f.jpg, 20:31, no pain, 0.96651 
Pain/face_clean_MVI_0171_20m36s07f.jpg, 20:36, pain, 0.67019 
Pain/face_clean_MVI_0171_20m40s02f.jpg, 20:40, pain, 0.93185 
Pain/face_clean_MVI_0171_20m42s07f.jpg, 20:42, pain, 0.80265 
Pain/face_clean_MVI_0171_20m46s17f.jpg, 20:46, pain, 0.87419 
Pain/face_clean_MVI_0171_20m48s14f.jpg, 20:48, pain, 0.95194 
Pain/face_clean_MVI_0171_20m56s04f.jpg, 20:56, pain, 0.84896 
Pain/face_clean_MVI_0171_21m01s28f.jpg, 21:01, pain, 0.88034 
Pain/face_clean_MVI_0171_21m09s28f.jpg, 21:09, pain, 0.94061 
Pain/face_clean_MVI_0171_21m12s13f.jpg, 21:12, pain, 0.92509 
Pain/face_clean_MVI_0171_21m21s13f.jpg, 21:21, pain, 0.91416 
Pain/face_clean_MVI_0171_22m06s08f.jpg, 22:06, pain, 0.92439 
Pain/face_clean_MVI_0171_22m14s20f.jpg, 22:14, pain, 0.86090 
Pain/face_clean_MVI_0171_22m30s25f.jpg, 22:30, pain, 0.97465 
Pain/face_clean_MVI_0171_22m36s13f.jpg, 22:36, pain, 0.91191 
Pain/face_clean_MVI_0171_22m42s10f.jpg, 22:42, pain, 0.94357 
Pain/face_clean_MVI_0171_22m54s04f.jpg, 22:54, pain, 0.95006 
Pain/face_clean_MVI_0171_23m01s10f.jpg, 23:01, pain, 0.92684 
Pain/face_clean_MVI_0171_23m08s07f.jpg, 23:08, pain, 0.96208 
Pain/face_clean_MVI_0171_23m13s19f.jpg, 23:13, pain, 0.90760 
Pain/face_clean_MVI_0171_27m22s10f.jpg, 27:22, pain, 0.98548 
Pain/face_clean_MVI_0171_27m26s17f.jpg, 27:26, pain, 0.97476 
Pain/face_clean_MVI_0171_27m33s10f.jpg, 27:33, pain, 0.97739 
Pain/face_clean_MVI_0171_27m37s25f.jpg, 27:37, pain, 0.85080 
Pain/face_clean_MVI_0171_27m44s10f.jpg, 27:44, pain, 0.66009 
Pain/face_clean_MVI_0171_27m46s07f.jpg, 27:46, pain, 0.94049 
Pain/face_clean_MVI_0171_27m48s07f.jpg, 27:48, pain, 0.90752 
Pain/face_clean_MVI_0171_27m48s17f.jpg, 27:48, pain, 0.71270 
Pain/face_clean_MVI_0171_27m54s12f.jpg, 27:54, pain, 0.95256 
Pain/face_clean_MVI_0171_27m58s28f.jpg, 27:58, pain, 0.73639 
Pain/face_clean_MVI_0171_28m01s13f.jpg, 28:01, pain, 0.96797 
Pain/face_clean_MVI_0171_28m06s17f.jpg, 28:06, pain, 0.97190 
Pain/face_clean_MVI_0171_28m14s25f.jpg, 28:14, pain, 0.86294 
Pain/face_clean_MVI_0171_28m20s17f.jpg, 28:20, pain, 0.87965 
Pain/face_clean_MVI_0171_28m32s28f.jpg, 28:32, pain, 0.84916 
Pain/face_clean_MVI_0171_28m41s02f.jpg, 28:41, pain, 0.96305 
Pain/face_clean_MVI_0171_28m43s02f.jpg, 28:43, pain, 0.91968 
Pain/face_clean_MVI_0171_28m48s13f.jpg, 28:48, pain, 0.93011 
Pain/face_clean_MVI_0171_28m57s19f.jpg, 28:57, pain, 0.86020 
Pain/face_clean_MVI_0171_29m02s13f.jpg, 29:02, pain, 0.95144 
Pain/face_clean_MVI_0171_30m09s06f.jpg, 30:09, pain, 0.82195 
Pain/face_clean_MVI_0171_30m12s11f.jpg, 30:12, pain, 0.88055 
Pain/face_clean_MVI_0171_31m37s17f.jpg, 31:37, pain, 0.82511 
Pain/face_clean_MVI_0171_31m43s25f.jpg, 31:43, pain, 0.89248 
Pain/face_clean_MVI_0171_31m52s17f.jpg, 31:52, pain, 0.60242 
Pain/face_clean_MVI_0171_31m55s03f.jpg, 31:55, pain, 0.93929 
Pain/face_clean_MVI_0171_32m01s07f.jpg, 32:01, pain, 0.60218 
Pain/face_clean_MVI_0171_32m06s05f.jpg, 32:06, pain, 0.89465 
Pain/face_clean_MVI_0171_32m13s10f.jpg, 32:13, pain, 0.92492 
Pain/face_clean_MVI_0171_32m22s24f.jpg, 32:22, pain, 0.95459 
